	productid	brand	RAM_GB	HDD_GB	GHz	price	rank
1422	220150	Lenovo	16	1000	1.8	26900	13.0
1423	220383	HP	4	1000	3.0	66900	35.0
1424	220386	Acer	8	2000	3.0	71900	45.0
1425	220696	MSI	8	500	2.3	46900	16.0
1426	220805	DELL	8	500	1.8	46900	6.0
1427	221070	Toshiba	4	1000	3.0	62900	35.0
1428	221076	hp	16	500	3.0	80900	52.0
1429	221278	Apple	4	1000	3.2	141900	47.0
1430	221467	MSI	4	1000	3.0	59900	29.0
1431	221574	DELL	16	500	3.0	84900	44.0
1432	221729	asus	16	2000	3.2	90900	60.0
1433	222357	asus	8	2000	2.3	59900	29.0
1434	222533	Asus	16	500	2.5	58900	31.0
1435	222724	Toshiba	16	1000	2.3	58900	31.0
1436	222892	Asus	8	2000	2.5	65900	38.0
1437	222977	Samsung	16	1000	2.3	59900	29.0
1438	223140	Microsoft	8	2000	3.0	80900	50.0
1439	223193	DELL	8	2000	2.5	73900	33.0
1440	223251	Microsoft	8	500	2.3	45900	15.0
1441	223401	Acer	4	500	3.2	63900	37.0
1442	223532	Apple	8	2000	3.0	134900	40.0
1443	223634	Apple	4	2000	2.3	117900	23.0
1444	223718	Apple	4	500	2.5	113900	19.0
1445	223985	Dell	4	2000	2.3	58900	14.0
1446	223991	Lenovo	16	500	3.0	56900	43.0
1447	224403	Apple	8	1000	3.0	128900	34.0
1448	224500	Samsung	16	1000	3.2	84900	54.0
1449	224668	MSI	16	2000	1.8	53900	23.0
1450	224841	Apple	4	1000	2.3	111900	17.0
1451	224939	Lenovo	16	500	2.3	36900	23.0
1452	224950	Toshiba	4	2000	3.0	63900	36.0
1453	225638	Acer	4	500	1.8	34900	8.0
1454	225704	HP	4	2000	2.3	50900	19.0
1455	225920	Dell	4	2000	3.0	80900	36.0
1456	225924	Apple	4	2000	1.8	109900	15.0
1457	226005	Samsung	8	500	2.3	48900	18.0
1458	226056	unknown	8	1000	2.5	123900	42.0
1459	226534	HP	8	500	1.8	42900	11.0
1460	226596	Apple	16	1000	3.0	143900	49.0
1461	226620	asus	16	500	3.2	74900	44.0
1462	226831	MSI	4	500	3.2	70900	40.0
1463	226845	Microsoft	16	500	1.8	55900	25.0
1464	226998	Lenovo	4	1000	3.2	54900	41.0
1465	227317	Asus	8	2000	3.0	67900	40.0
1466	227317	Asus	8	2000	3.0	67900	40.0
1467	227441	Apple	8	2000	3.0	141900	47.0
1468	227725	asus	16	2000	2.3	57900	27.0
1469	227775	Toshiba	4	1000	2.3	41900	14.0
1470	227894	Apple	16	500	2.3	120900	26.0
1471	228114	Lenovo	4	1000	1.8	27900	14.0
1472	228194	Samsung	16	1000	3.2	77900	47.0
1473	228202	Asus	4	1000	2.3	45900	18.0
1474	228233	DELL	4	2000	3.2	93900	53.0
1475	228278	hp	16	2000	2.5	71900	43.0
1476	228348	Toshiba	4	1000	2.3	50900	23.0
1477	228561	MSI	16	500	1.8	50900	20.0
1478	228604	Samsung	8	2000	3.0	74900	44.0
1479	228780	Samsung	8	1000	2.3	53900	23.0
1480	228909	MSI	4	2000	3.2	78900	48.0
1481	229080	Microsoft	8	1000	3.2	81900	51.0
1482	229187	hp	4	2000	1.8	39900	11.0
1483	229215	Acer	16	2000	3.0	83900	57.0
1484	229308	Asus	8	2000	2.5	65900	38.0
1485	229373	Microsoft	16	1000	3.2	88900	58.0
1486	229383	MSI	4	500	3.2	74900	44.0
1487	229429	hp	16	2000	3.0	79900	51.0
1488	229744	Acer	4	500	3.2	78900	52.0
1489	229935	Microsoft	8	500	2.3	47900	17.0
1490	230083	Samsung	8	2000	1.8	49900	19.0
1491	230183	Samsung	16	2000	2.5	71900	41.0
1492	230192	Dell	4	2000	1.8	58900	14.0
1493	230505	HP	8	1000	1.8	45900	14.0
1494	230529	Toshiba	16	2000	2.5	65900	38.0
1495	230567	Apple	4	500	2.5	118900	24.0
1496	230741	DELL	8	1000	3.0	82900	42.0
1497	230754	Samsung	8	2000	2.5	62900	32.0
1498	230940	MSI	4	500	2.5	43900	13.0
1499	231171	DELL	8	1000	3.2	87900	47.0
1500	231304	Apple	8	1000	2.5	126900	32.0
1501	231476	MSI	16	500	3.0	65900	35.0
1502	231836	Dell	16	1000	3.2	106900	62.0
1503	231846	Dell	4	500	3.0	73900	29.0
1504	232140	HP	4	500	2.3	39900	8.0
1505	232347	Toshiba	8	500	2.5	52900	25.0
1506	232829	Apple	4	500	2.3	113900	19.0
1507	233129	Microsoft	8	2000	2.3	56900	26.0
1508	233237	Lenovo	8	2000	3.0	57900	44.0
1509	233560	Toshiba	8	500	1.8	38900	11.0
1510	233704	HP	4	1000	2.3	49900	18.0
1511	233785	HP	8	500	1.8	40900	9.0
1512	233800	Lenovo	16	1000	2.5	44900	31.0
1513	234018	Lenovo	8	500	2.5	39900	26.0
1514	234157	hp	16	500	2.5	63900	35.0
1515	234193	Samsung	4	1000	3.2	77900	47.0
1516	234288	DELL	4	2000	1.8	55900	15.0
1517	234994	Dell	4	2000	2.5	64900	20.0
1518	235247	MSI	4	1000	3.2	79900	49.0
1519	235279	Toshiba	8	500	2.3	54900	27.0
1520	235573	MSI	4	2000	2.3	55900	25.0
1521	235575	Asus	4	500	2.3	44900	17.0
1522	235630	Toshiba	4	1000	1.8	44900	17.0
1523	235861	Toshiba	4	500	2.5	57900	30.0
1524	236118	HP	16	1000	1.8	49900	18.0
1525	236326	Asus	16	500	1.8	40900	13.0
1526	236384	DELL	8	1000	3.2	96900	56.0
1527	236463	HP	4	1000	2.5	53900	22.0
1528	236565	Acer	16	2000	3.0	85900	59.0
1529	236694	Acer	4	2000	2.3	45900	19.0
1530	237000	Toshiba	4	1000	1.8	32900	5.0
1531	237169	Lenovo	8	500	3.2	67900	54.0
1532	237317	Acer	4	500	2.5	53900	27.0
1533	237801	Microsoft	4	500	1.8	35900	5.0
1534	237996	Apple	16	500	1.8	114900	20.0
1535	237996	Apple	16	500	1.8	114900	20.0
1536	238117	Toshiba	8	500	3.2	76900	49.0
1537	238443	unknown	4	500	2.5	116900	41.0
1538	238478	HP	16	500	2.5	61900	30.0
1539	238548	HP	16	500	3.2	79900	48.0
1540	238602	Microsoft	8	500	3.0	66900	36.0
1541	239013	asus	4	1000	2.3	45900	15.0
1542	239022	MSI	4	2000	2.3	45900	15.0
1543	239026	Asus	4	1000	2.5	56900	29.0
1544	239036	Toshiba	8	2000	3.0	74900	47.0
1545	239043	Apple	16	1000	3.2	149900	55.0
1546	239071	HP	4	500	2.3	42900	11.0
1547	239258	Dell	8	2000	3.2	108900	63.0
1548	239274	Microsoft	8	500	2.3	50900	20.0
1549	239330	MSI	4	1000	2.3	45900	15.0
1550	239545	hp	4	500	3.2	75900	47.0
1551	239617	Microsoft	16	500	3.0	73900	43.0
1552	239686	hp	8	500	2.5	55900	27.0
1553	240127	DELL	4	2000	2.3	61900	21.0
1554	240292	Dell	16	500	3.0	89900	45.0
1555	240360	MSI	16	1000	3.2	83900	53.0
1556	240434	Samsung	8	2000	2.3	61900	31.0
1557	240469	MSI	8	2000	3.2	88900	58.0
1558	240497	Lenovo	4	500	1.8	17900	4.0
1559	240591	Asus	16	1000	3.2	82900	55.0
1560	240591	Asus	16	1000	3.2	82900	55.0
1561	241023	Dell	8	500	2.5	74900	30.0
1562	241279	Lenovo	8	1000	2.5	44900	31.0
1563	241306	Dell	16	2000	2.5	88900	44.0
1564	242202	DELL	8	500	1.8	50900	10.0
1565	242410	DELL	16	500	3.2	101900	61.0
1566	242569	DELL	4	1000	2.5	71900	31.0
1567	242642	Acer	4	1000	2.3	44900	18.0
1568	242891	Dell	16	2000	1.8	67900	23.0
1569	243004	Microsoft	16	500	3.2	85900	55.0
1570	243238	HP	4	500	2.5	43900	12.0
1571	243306	Samsung	16	1000	1.8	48900	18.0
1572	244009	hp	4	1000	2.3	43900	15.0
1573	244050	MSI	8	1000	3.2	83900	53.0
1574	244112	Dell	16	1000	1.8	53900	9.0
1575	244112	Dell	16	1000	1.8	53900	9.0
1576	244234	Samsung	16	500	2.5	66900	36.0
1577	244472	Lenovo	4	2000	3.2	61900	48.0
1578	244506	hp	16	1000	3.2	80900	52.0
1579	244711	hp	8	2000	2.5	68900	40.0
1580	244720	asus	16	2000	2.5	67900	37.0
1581	244926	Apple	16	2000	1.8	120900	26.0
1582	245036	MSI	8	500	3.0	59900	29.0
1583	245102	Asus	8	1000	3.2	74900	47.0
1584	245458	Samsung	16	500	3.2	74900	44.0
1585	245519	Microsoft	4	1000	2.3	43900	13.0
1586	245809	HP	8	2000	3.2	85900	54.0
1587	245847	Microsoft	4	2000	2.5	61900	31.0
1588	245926	Asus	16	1000	3.0	69900	42.0
1589	245931	Apple	16	500	2.5	127900	33.0
1590	246079	Microsoft	4	500	1.8	39900	9.0
1591	246310	Asus	4	1000	3.0	60900	33.0
1592	246470	Samsung	8	2000	3.0	75900	45.0
1593	246825	Acer	4	2000	2.5	52900	26.0
1594	246911	hp	16	2000	2.3	58900	30.0
1595	246975	Toshiba	4	500	3.2	73900	46.0
1596	247018	Samsung	16	500	2.3	47900	17.0
1597	247152	hp	4	1000	2.5	52900	24.0
1598	247408	asus	16	500	1.8	48900	18.0
1599	247559	hp	8	500	3.2	76900	48.0
1600	247560	Toshiba	8	500	3.0	65900	38.0
1601	247875	Toshiba	8	500	3.2	76900	49.0
1602	247949	DELL	4	2000	2.5	76900	36.0
1603	247961	DELL	4	1000	2.3	51900	11.0
1604	248008	Asus	8	2000	2.3	53900	26.0
1605	248283	hp	16	1000	1.8	49900	21.0
1606	248415	Asus	16	1000	1.8	49900	22.0
1607	248419	MSI	16	1000	2.3	58900	28.0
1608	248664	Apple	4	1000	1.8	108900	14.0
1609	248844	DELL	4	1000	2.5	65900	25.0
1610	249125	Asus	4	1000	3.2	71900	44.0
1611	249255	Samsung	8	1000	2.5	54900	24.0
1612	249446	asus	8	1000	1.8	44900	14.0
1613	249674	DELL	4	500	2.5	60900	20.0
1614	249704	Microsoft	8	500	3.2	80900	50.0
1615	249868	Microsoft	16	500	3.0	70900	40.0
1616	249868	unknown	16	500	3.0	70900	26.0
1617	249887	Dell	16	500	2.3	63900	19.0
1618	250475	Toshiba	8	500	2.3	53900	26.0
1619	250576	DELL	16	2000	2.3	79900	39.0
1620	250762	Microsoft	4	1000	3.0	62900	32.0
1621	250932	Microsoft	8	1000	1.8	44900	14.0
1622	250958	Microsoft	8	2000	3.2	82900	52.0
1623	251084	MSI	16	500	3.2	80900	50.0
1624	251197	Samsung	4	1000	3.2	74900	44.0
1625	251264	Dell	16	1000	1.8	54900	10.0
1626	251376	DELL	16	500	2.5	75900	35.0
1627	251541	MSI	4	1000	2.3	40900	10.0
1628	251628	MSI	16	1000	3.2	86900	56.0
1629	251684	Microsoft	16	1000	1.8	49900	19.0
1630	251740	hp	16	2000	3.0	79900	51.0
1631	251962	asus	8	2000	3.0	73900	43.0
1632	251998	Dell	16	2000	2.5	88900	44.0
1633	252462	hp	16	500	3.0	76900	48.0
1634	253072	hp	8	1000	3.2	74900	46.0
1635	253122	Toshiba	16	2000	1.8	54900	27.0
1636	253355	Acer	4	2000	3.2	82900	56.0
1637	253392	asus	16	1000	3.0	71900	41.0
1638	253524	hp	16	500	1.8	47900	19.0
1639	253564	Acer	4	500	3.0	62900	36.0
1640	253580	asus	16	1000	3.0	76900	46.0
1641	253925	DELL	4	1000	1.8	50900	10.0
1642	254079	Apple	8	1000	2.3	119900	25.0
1643	254267	asus	8	1000	3.0	64900	34.0
1644	254468	MSI	16	500	2.3	58900	28.0
1645	254501	Toshiba	16	1000	1.8	52900	25.0
1646	254593	MSI	16	1000	2.3	56900	26.0
1647	254702	hp	4	500	3.2	61900	33.0
1648	254980	Lenovo	16	500	1.8	38900	25.0
1649	255070	Samsung	16	1000	2.3	61900	31.0
1650	255083	Asus	8	1000	2.3	57900	30.0
1651	255223	Asus	4	500	1.8	30900	4.0
1652	255348	HP	16	500	3.0	73900	42.0
1653	255410	Samsung	4	1000	1.8	36900	6.0
1654	255765	Toshiba	8	2000	3.2	83900	56.0
1655	256018	DELL	8	2000	3.0	85900	45.0
1656	256117	hp	16	500	2.5	63900	35.0
1657	256190	hp	16	2000	3.2	95900	65.0
1658	256589	Acer	8	500	3.2	70900	44.0
1659	256729	Dell	16	2000	3.2	99900	55.0
1660	256799	HP	8	1000	2.5	58900	27.0
1661	256889	Apple	4	500	3.2	132900	38.0
1662	257018	Toshiba	4	1000	2.5	52900	25.0
1663	257392	Apple	4	500	2.3	110900	16.0
1664	257405	hp	8	1000	3.2	75900	47.0
1665	257456	Toshiba	8	500	3.2	80900	53.0
1666	257776	Toshiba	8	2000	2.5	67900	40.0
1667	257779	asus	8	500	2.3	49900	19.0
1668	257823	hp	16	500	1.8	43900	15.0
1669	258005	HP	8	500	3.0	64900	33.0
1670	258097	Microsoft	8	500	2.3	52900	22.0
1671	258322	HP	16	500	3.2	79900	48.0
1672	258421	hp	16	2000	1.8	55900	27.0
1673	259087	Samsung	4	2000	1.8	41900	11.0
1674	259138	Acer	16	1000	3.0	86900	60.0
1675	259316	Acer	8	500	3.2	71900	45.0
1676	259526	DELL	16	1000	2.5	82900	42.0
1677	259552	hp	4	1000	3.2	74900	46.0
1678	259919	Asus	16	1000	3.0	73900	46.0
1679	260056	hp	8	2000	2.3	49900	21.0
1680	260090	Dell	16	500	3.0	84900	40.0
1681	260217	HP	4	500	3.2	67900	36.0
1682	260273	asus	8	1000	1.8	49900	19.0
1683	260331	HP	8	1000	3.0	71900	40.0
1684	260433	Microsoft	8	500	2.5	58900	28.0
1685	260663	hp	16	2000	2.3	60900	32.0
1686	261287	DELL	16	1000	3.0	85900	45.0
1687	261296	Lenovo	8	500	2.5	43900	30.0
1688	261409	asus	4	2000	1.8	38900	8.0
1689	261517	Lenovo	8	500	3.2	57900	44.0
1690	261651	hp	8	1000	2.3	45900	17.0
1691	261710	hp	16	2000	3.0	78900	50.0
1692	261777	Acer	4	2000	3.0	66900	40.0
1693	261851	Toshiba	8	1000	1.8	44900	17.0
1694	262042	Apple	8	1000	2.3	107900	13.0
1695	262309	Microsoft	4	1000	2.3	45900	15.0
1696	262640	Asus	8	2000	3.0	73900	46.0
1697	262736	Asus	16	500	3.2	81900	54.0
1698	262962	Acer	16	2000	2.3	57900	31.0
1699	262998	Toshiba	16	2000	3.2	82900	55.0
1700	262998	Toshiba	16	2000	3.2	82900	55.0
1701	263068	Dell	16	2000	2.3	81900	37.0
1702	263119	Dell	4	500	1.8	54900	10.0
1703	263226	Apple	8	1000	3.0	134900	40.0
1704	263344	Dell	16	1000	2.5	80900	36.0
1705	263354	hp	8	2000	2.5	65900	37.0
1706	263547	MSI	8	500	2.3	52900	22.0
1707	263551	Apple	8	500	2.5	107900	13.0
1708	263563	Lenovo	4	1000	3.2	60900	47.0
1709	263564	Toshiba	8	500	2.5	60900	33.0
1710	263924	hp	4	500	3.0	59900	31.0
1711	263961	hp	8	500	1.8	46900	18.0
1712	264012	Lenovo	16	1000	3.2	62900	49.0
1713	264074	Samsung	8	2000	2.5	62900	32.0
1714	264129	Asus	8	1000	1.8	41900	14.0
1715	264330	MSI	8	1000	2.5	58900	28.0
1716	264650	MSI	4	1000	3.2	74900	44.0
1717	264871	hp	4	500	3.2	64900	36.0
1718	265129	Asus	8	500	1.8	47900	20.0
1719	265135	Acer	16	1000	2.5	62900	36.0
1720	265224	Toshiba	16	1000	1.8	45900	18.0
1721	265258	MSI	8	500	3.2	76900	46.0
1722	265267	MSI	8	500	1.8	39900	9.0
1723	265338	Microsoft	16	500	3.0	72900	42.0
1724	265648	HP	4	500	1.8	41900	10.0
1725	265691	Asus	8	1000	3.0	70900	43.0
1726	265792	Apple	4	1000	3.0	125900	31.0
1727	265936	Lenovo	16	2000	3.2	78900	64.0
1728	266170	Samsung	8	2000	3.2	83900	53.0
1729	266323	Toshiba	4	500	2.5	45900	18.0
1730	266366	hp	4	2000	2.3	54900	26.0
1731	266517	Samsung	4	500	3.0	63900	33.0
1732	266805	HP	4	2000	3.2	75900	44.0
1733	266856	DELL	4	500	1.8	49900	9.0
1734	267069	hp	8	1000	1.8	42900	14.0
1735	267459	MSI	8	2000	2.5	60900	30.0
1736	267528	Acer	8	1000	3.0	69900	43.0
1737	267664	Lenovo	8	2000	1.8	36900	23.0
1738	267688	Acer	16	500	2.3	51900	25.0
1739	267764	Dell	4	500	1.8	49900	5.0
1740	267912	Apple	4	1000	1.8	102900	8.0
1741	267976	Apple	16	2000	2.5	133900	39.0
1742	268068	Apple	4	2000	2.5	123900	29.0
1743	268085	hp	16	2000	2.3	63900	35.0
1744	268102	Microsoft	4	2000	1.8	36900	6.0
1745	268289	Dell	16	1000	3.2	105900	61.0
1746	268321	Toshiba	8	2000	3.0	78900	51.0
1747	268543	Lenovo	16	2000	3.2	72900	59.0
1748	268700	hp	4	2000	2.3	54900	26.0
1749	268820	hp	16	2000	1.8	58900	30.0
1750	268943	MSI	4	2000	2.3	43900	13.0
1751	268963	Acer	8	1000	3.0	68900	42.0
1752	268973	MSI	4	500	2.5	44900	14.0
1753	269008	hp	8	1000	2.5	61900	33.0
1754	269014	HP	4	2000	2.5	54900	23.0
1755	269389	Microsoft	8	500	2.3	43900	13.0
1756	269579	MSI	8	1000	3.2	75900	45.0
1757	269847	Asus	4	1000	3.0	63900	36.0
1758	269928	MSI	16	2000	1.8	53900	23.0
1759	270003	Lenovo	4	1000	3.0	46900	33.0
1760	270399	hp	16	2000	3.0	82900	54.0
1761	270689	HP	16	1000	3.0	73900	42.0
1762	271320	Asus	4	500	1.8	34900	8.0
1763	271413	Apple	4	1000	2.3	102900	8.0
1764	271483	hp	4	1000	3.0	64900	36.0
1765	271580	Apple	8	2000	1.8	115900	21.0
1766	271910	Microsoft	8	2000	2.3	57900	27.0
1767	271918	hp	4	500	2.5	48900	20.0
1768	271934	Acer	4	1000	3.0	61900	35.0
1769	272023	MSI	8	1000	2.5	65900	35.0
1770	272443	Samsung	16	500	1.8	37900	7.0
1771	272689	MSI	4	1000	3.2	70900	40.0
1772	272947	HP	8	1000	1.8	42900	11.0
1773	273168	asus	16	500	2.3	55900	25.0
1774	273336	Toshiba	4	1000	3.0	57900	30.0
1775	273510	Toshiba	8	1000	1.8	43900	16.0
1776	273538	Apple	4	2000	2.5	123900	29.0
1777	274165	Asus	4	1000	3.0	61900	34.0
1778	274334	Samsung	16	2000	2.3	69900	39.0
1779	274365	asus	4	500	2.5	42900	12.0
1780	274472	Lenovo	16	2000	1.8	38900	25.0
1781	274493	asus	8	1000	2.5	58900	28.0
1782	274561	Dell	4	2000	2.5	73900	29.0
1783	274585	Samsung	8	2000	3.0	75900	45.0
1784	274954	Asus	16	2000	2.3	51900	24.0
1785	275238	unknown	4	500	2.5	46900	7.0
1786	275426	Toshiba	4	2000	2.3	49900	22.0
1787	275437	hp	8	1000	1.8	43900	15.0
1788	275690	DELL	16	1000	1.8	70900	30.0
1789	275753	DELL	16	500	2.5	76900	36.0
1790	275961	Lenovo	4	500	3.0	41900	28.0
1791	276035	HP	16	2000	3.2	90900	59.0
1792	276042	Dell	16	500	3.2	91900	47.0
1793	276090	MSI	16	1000	1.8	46900	16.0
1794	276169	Samsung	4	2000	3.0	64900	34.0
1795	276251	DELL	8	1000	3.2	98900	58.0
1796	276463	Toshiba	16	1000	1.8	50900	23.0
1797	276492	asus	8	2000	2.3	56900	26.0
1798	276585	Asus	8	500	2.5	56900	29.0
1799	276615	Dell	16	2000	3.2	108900	63.0
1800	276751	Apple	16	1000	2.3	124900	30.0
1801	276854	hp	4	500	3.2	68900	40.0
1802	276884	Toshiba	8	2000	3.2	87900	60.0
1803	277279	asus	16	2000	2.5	70900	40.0
1804	277312	Lenovo	8	500	2.3	31900	18.0
1805	277397	unknown	8	2000	2.5	67900	23.0
1806	278309	Lenovo	16	2000	2.3	46900	33.0
1807	278563	hp	8	1000	2.3	52900	24.0
1808	278601	Lenovo	8	2000	3.2	68900	55.0
1809	278605	HP	8	1000	2.3	50900	19.0
1810	278640	hp	4	1000	2.5	51900	23.0
1811	278648	Apple	16	2000	3.0	145900	51.0
1812	278672	Acer	16	1000	3.2	86900	60.0
1813	278860	Toshiba	4	500	3.2	65900	38.0
1814	278931	asus	8	2000	3.0	69900	39.0
1815	278937	MSI	16	500	2.3	53900	23.0
1816	278962	Samsung	8	2000	3.2	79900	49.0
1817	279043	HP	16	2000	3.2	90900	59.0
1818	279118	Microsoft	4	2000	1.8	50900	20.0
1819	279664	Lenovo	4	1000	2.3	37900	24.0
1820	279816	Lenovo	16	2000	2.3	38900	25.0
1821	280201	Microsoft	16	1000	3.0	73900	43.0
1822	280221	asus	8	500	3.2	75900	45.0
1823	280282	HP	8	2000	2.3	59900	28.0
1824	280298	Lenovo	16	500	2.3	35900	22.0
1825	280415	DELL	8	1000	3.0	87900	47.0
1826	280418	Acer	8	1000	2.3	55900	29.0
1827	280490	MSI	8	500	3.0	63900	33.0
1828	280524	Apple	4	2000	1.8	104900	10.0
1829	280729	Acer	8	500	3.2	76900	50.0
1830	280733	Lenovo	8	1000	3.2	67900	54.0
1831	280753	HP	8	1000	1.8	42900	11.0
1832	280921	Samsung	16	1000	1.8	52900	22.0
1833	280940	Acer	4	1000	2.3	46900	20.0
1834	281367	HP	4	2000	3.2	80900	49.0
1835	281375	MSI	8	1000	3.2	76900	46.0
1836	281514	Dell	8	2000	1.8	52900	8.0
1837	281829	hp	4	1000	2.3	43900	15.0
1838	282012	asus	8	1000	1.8	42900	12.0
1839	282065	HP	16	1000	2.3	58900	27.0
1840	282133	Microsoft	16	2000	1.8	55900	25.0
1841	282481	Lenovo	16	2000	2.3	47900	34.0
1842	282546	MSI	16	500	1.8	47900	17.0
1843	282709	asus	4	1000	2.3	43900	13.0
1844	282901	Lenovo	8	1000	3.0	52900	39.0
1845	283585	HP	16	2000	2.5	72900	41.0
1846	283599	Toshiba	16	500	3.2	82900	55.0
1847	283702	HP	8	2000	3.0	76900	45.0
1848	283887	DELL	4	2000	3.0	82900	42.0
1849	284273	Dell	8	500	1.8	53900	9.0
1850	284621	MSI	16	1000	3.0	73900	43.0
1851	284694	Microsoft	8	500	3.0	69900	39.0
1852	284776	Asus	8	1000	3.0	69900	42.0
1853	284846	Toshiba	8	1000	3.2	69900	42.0
1854	284906	Dell	4	1000	2.5	62900	18.0
1855	284926	HP	16	1000	2.5	62900	31.0
1856	285114	asus	4	2000	2.5	53900	23.0
1857	285153	DELL	4	1000	2.3	55900	15.0
1858	285190	Acer	16	1000	2.5	67900	41.0
1859	285264	MSI	4	500	2.5	44900	14.0
1860	286257	Acer	8	500	2.3	55900	29.0
1861	286414	hp	4	1000	1.8	37900	9.0
1862	286713	DELL	8	2000	1.8	60900	20.0
1863	287176	MSI	4	2000	1.8	40900	10.0
1864	287621	Apple	16	500	1.8	113900	19.0
1865	287941	DELL	8	500	3.0	80900	40.0
1866	288046	DELL	16	2000	2.3	77900	37.0
1867	288093	Acer	4	1000	3.2	79900	53.0
1868	288116	Toshiba	8	1000	3.0	64900	37.0
1869	288123	DELL	16	2000	3.0	99900	59.0
1870	288224	Apple	16	500	1.8	111900	17.0
1871	288285	hp	8	1000	1.8	43900	15.0
1872	288422	Microsoft	4	500	1.8	34900	4.0
1873	288570	Samsung	4	1000	2.5	56900	26.0
1874	288575	MSI	4	2000	1.8	43900	13.0
1875	288640	Toshiba	8	1000	2.5	54900	27.0
1876	288758	MSI	4	2000	3.2	75900	45.0
1877	288848	Microsoft	8	500	3.2	81900	51.0
1878	288865	MSI	8	2000	2.5	60900	30.0
1879	289225	HP	8	1000	3.0	62900	31.0
1880	289315	HP	4	1000	3.2	73900	42.0
1881	289381	Microsoft	8	1000	2.3	44900	14.0
1882	289472	Dell	4	2000	2.5	71900	27.0
1883	289491	DELL	4	1000	3.2	85900	45.0
1884	289568	Apple	16	2000	3.0	144900	50.0
1885	289599	Toshiba	8	500	2.5	54900	27.0
1886	290374	asus	4	1000	3.0	63900	33.0
1887	290821	Acer	4	2000	1.8	42900	16.0
1888	290906	Asus	8	2000	3.2	82900	55.0
1889	291055	Apple	8	2000	1.8	113900	19.0
1890	291157	Acer	16	2000	1.8	54900	28.0
1891	291180	MSI	16	2000	2.5	59900	29.0
1892	291487	Apple	16	2000	3.2	154900	60.0
1893	291552	Microsoft	8	2000	3.0	71900	41.0
1894	292612	hp	4	2000	2.3	51900	23.0
1895	292646	HP	4	1000	3.0	58900	27.0
1896	292702	Microsoft	8	1000	2.5	64900	34.0
1897	293064	Acer	4	1000	2.5	49900	23.0
1898	293125	Asus	4	1000	1.8	30900	4.0
1899	293158	Toshiba	4	500	3.2	59900	32.0
1900	293173	hp	8	2000	1.8	53900	25.0
1901	293280	Acer	16	2000	2.3	60900	34.0
1902	293313	Acer	4	1000	1.8	40900	14.0
1903	293503	MSI	4	1000	1.8	31900	2.0
1904	293514	Microsoft	16	500	3.0	71900	41.0
1905	293694	DELL	8	500	3.0	82900	42.0
1906	293937	hp	8	1000	3.2	78900	50.0
1907	294352	Toshiba	8	500	3.2	76900	49.0
1908	294400	MSI	16	2000	3.0	85900	55.0
1909	294595	Microsoft	4	2000	1.8	40900	10.0
1910	294754	unknown	4	2000	2.5	68900	24.0
1911	294832	Asus	8	2000	3.2	90900	63.0
1912	295051	Dell	16	2000	3.2	101900	57.0
1913	295062	Toshiba	8	2000	2.5	71900	44.0
1914	295066	Acer	8	500	3.0	60900	34.0
1915	295139	Acer	8	500	2.5	56900	30.0
1916	295146	asus	16	1000	2.3	53900	23.0
1917	295183	Microsoft	4	2000	3.2	85900	55.0
1918	295279	hp	8	2000	2.3	53900	25.0
1919	295539	DELL	8	2000	2.5	80900	40.0
1920	295648	Asus	8	1000	1.8	44900	17.0
1921	295694	Asus	16	1000	3.2	81900	54.0
1922	295760	asus	16	2000	3.0	74900	44.0
1923	295820	DELL	4	1000	2.3	63900	23.0
1924	295936	Lenovo	16	2000	2.3	49900	36.0
1925	296385	Acer	8	500	1.8	30900	4.0
1926	296493	asus	16	2000	2.3	52900	22.0
1927	296555	Samsung	16	1000	1.8	40900	10.0
1928	296822	Microsoft	16	2000	1.8	59900	29.0
1929	297075	asus	4	1000	3.2	71900	41.0
1930	297216	Dell	8	1000	1.8	68900	24.0
1931	297349	DELL	4	500	1.8	50900	10.0
1932	297389	Acer	8	2000	2.3	61900	35.0
1933	297389	Acer	8	2000	2.3	61900	35.0
1934	297414	Toshiba	8	2000	1.8	46900	19.0
1935	297418	Dell	16	500	3.0	90900	46.0
1936	297665	DELL	4	500	3.0	75900	35.0
1937	297722	Apple	4	2000	2.3	109900	15.0
1938	297755	asus	8	1000	3.0	66900	36.0
1939	297857	Microsoft	8	2000	2.3	53900	23.0
1940	298253	Samsung	16	2000	2.3	62900	32.0
1941	298266	HP	8	1000	2.5	56900	25.0
1942	298418	MSI	4	500	3.2	70900	40.0
1943	298452	HP	4	2000	1.8	37900	6.0
1944	298664	Microsoft	16	500	2.5	62900	32.0
1945	298872	asus	16	1000	3.2	90900	60.0
1946	298945	Acer	16	500	3.0	66900	40.0
1947	299012	asus	16	500	1.8	45900	15.0
1948	299221	DELL	8	2000	2.3	70900	30.0
1949	299236	Samsung	8	2000	3.2	80900	50.0
1950	299407	DELL	8	500	1.8	57900	17.0
1951	299463	Apple	4	500	3.0	124900	30.0
1952	299631	HP	16	500	2.3	53900	22.0
1953	299651	Dell	16	1000	3.0	91900	47.0
1954	299724	Toshiba	4	2000	1.8	48900	21.0
1955	299731	Samsung	16	500	1.8	44900	14.0
1956	299847	HP	8	1000	3.0	60900	29.0
1957	299879	asus	4	2000	1.8	40900	10.0
1958	299923	Apple	16	1000	3.2	145900	51.0
1959	300075	Asus	16	500	3.0	75900	48.0
