	productid	brand	RAM_GB	HDD_GB	GHz	price	MEDIAN
1509	233560	Toshiba	8	500	1.8	38900	2.5
1510	233704	HP	4	1000	2.3	49900	2.5
1511	233785	HP	8	500	1.8	40900	2.5
1512	233800	Lenovo	16	1000	2.5	44900	2.5
1513	234018	Lenovo	8	500	2.5	39900	2.5
1514	234157	hp	16	500	2.5	63900	2.5
1515	234193	Samsung	4	1000	3.2	77900	2.5
1516	234288	DELL	4	2000	1.8	55900	2.5
1517	234994	Dell	4	2000	2.5	64900	2.5
1518	235247	MSI	4	1000	3.2	79900	2.5
1519	235279	Toshiba	8	500	2.3	54900	2.5
1520	235573	MSI	4	2000	2.3	55900	2.5
1521	235575	Asus	4	500	2.3	44900	2.5
1522	235630	Toshiba	4	1000	1.8	44900	2.5
1523	235861	Toshiba	4	500	2.5	57900	2.5
1524	236118	HP	16	1000	1.8	49900	2.5
1525	236326	Asus	16	500	1.8	40900	2.5
1526	236384	DELL	8	1000	3.2	96900	2.5
1527	236463	HP	4	1000	2.5	53900	2.5
1528	236565	Acer	16	2000	3.0	85900	2.5
1529	236694	Acer	4	2000	2.3	45900	2.5
1530	237000	Toshiba	4	1000	1.8	32900	2.5
1531	237169	Lenovo	8	500	3.2	67900	2.5
1532	237317	Acer	4	500	2.5	53900	2.5
1533	237801	Microsoft	4	500	1.8	35900	2.5
1534	237996	Apple	16	500	1.8	114900	2.5
1535	237996	Apple	16	500	1.8	114900	2.5
1536	238117	Toshiba	8	500	3.2	76900	2.5
1537	238443	unknown	4	500	2.5	116900	2.5
1538	238478	HP	16	500	2.5	61900	2.5
1539	238548	HP	16	500	3.2	79900	2.5
1540	238602	Microsoft	8	500	3.0	66900	2.5
1541	239013	asus	4	1000	2.3	45900	2.5
1542	239022	MSI	4	2000	2.3	45900	2.5
1543	239026	Asus	4	1000	2.5	56900	2.5
1544	239036	Toshiba	8	2000	3.0	74900	2.5
1545	239043	Apple	16	1000	3.2	149900	2.5
1546	239071	HP	4	500	2.3	42900	2.5
1547	239258	Dell	8	2000	3.2	108900	2.5
1548	239274	Microsoft	8	500	2.3	50900	2.5
1549	239330	MSI	4	1000	2.3	45900	2.5
1550	239545	hp	4	500	3.2	75900	2.5
1551	239617	Microsoft	16	500	3.0	73900	2.5
1552	239686	hp	8	500	2.5	55900	2.5
1553	240127	DELL	4	2000	2.3	61900	2.5
1554	240292	Dell	16	500	3.0	89900	2.5
1555	240360	MSI	16	1000	3.2	83900	2.5
1556	240434	Samsung	8	2000	2.3	61900	2.5
1557	240469	MSI	8	2000	3.2	88900	2.5
1558	240497	Lenovo	4	500	1.8	17900	2.5
1559	240591	Asus	16	1000	3.2	82900	2.5
1560	240591	Asus	16	1000	3.2	82900	2.5
1561	241023	Dell	8	500	2.5	74900	2.5
1562	241279	Lenovo	8	1000	2.5	44900	2.5
1563	241306	Dell	16	2000	2.5	88900	2.5
1564	242202	DELL	8	500	1.8	50900	2.5
1565	242410	DELL	16	500	3.2	101900	2.5
1566	242569	DELL	4	1000	2.5	71900	2.5
1567	242642	Acer	4	1000	2.3	44900	2.5
1568	242891	Dell	16	2000	1.8	67900	2.5
1569	243004	Microsoft	16	500	3.2	85900	2.5
1570	243238	HP	4	500	2.5	43900	2.5
1571	243306	Samsung	16	1000	1.8	48900	2.5
1572	244009	hp	4	1000	2.3	43900	2.5
1573	244050	MSI	8	1000	3.2	83900	2.5
1574	244112	Dell	16	1000	1.8	53900	2.5
1575	244112	Dell	16	1000	1.8	53900	2.5
1576	244234	Samsung	16	500	2.5	66900	2.5
1577	244472	Lenovo	4	2000	3.2	61900	2.5
1578	244506	hp	16	1000	3.2	80900	2.5
1579	244711	hp	8	2000	2.5	68900	2.5
1580	244720	asus	16	2000	2.5	67900	2.5
1581	244926	Apple	16	2000	1.8	120900	2.5
1582	245036	MSI	8	500	3.0	59900	2.5
1583	245102	Asus	8	1000	3.2	74900	2.5
1584	245458	Samsung	16	500	3.2	74900	2.5
1585	245519	Microsoft	4	1000	2.3	43900	2.5
1586	245809	HP	8	2000	3.2	85900	2.5
1587	245847	Microsoft	4	2000	2.5	61900	2.5
1588	245926	Asus	16	1000	3.0	69900	2.5
1589	245931	Apple	16	500	2.5	127900	2.5
1590	246079	Microsoft	4	500	1.8	39900	2.5
1591	246310	Asus	4	1000	3.0	60900	2.5
1592	246470	Samsung	8	2000	3.0	75900	2.5
1593	246825	Acer	4	2000	2.5	52900	2.5
1594	246911	hp	16	2000	2.3	58900	2.5
1595	246975	Toshiba	4	500	3.2	73900	2.5
1596	247018	Samsung	16	500	2.3	47900	2.5
1597	247152	hp	4	1000	2.5	52900	2.5
1598	247408	asus	16	500	1.8	48900	2.5
1599	247559	hp	8	500	3.2	76900	2.5
1600	247560	Toshiba	8	500	3.0	65900	2.5
1601	247875	Toshiba	8	500	3.2	76900	2.5
1602	247949	DELL	4	2000	2.5	76900	2.5
1603	247961	DELL	4	1000	2.3	51900	2.5
1604	248008	Asus	8	2000	2.3	53900	2.5
1605	248283	hp	16	1000	1.8	49900	2.5
1606	248415	Asus	16	1000	1.8	49900	2.5
1607	248419	MSI	16	1000	2.3	58900	2.5
1608	248664	Apple	4	1000	1.8	108900	2.5
1609	248844	DELL	4	1000	2.5	65900	2.5
1610	249125	Asus	4	1000	3.2	71900	2.5
1611	249255	Samsung	8	1000	2.5	54900	2.5
1612	249446	asus	8	1000	1.8	44900	2.5
1613	249674	DELL	4	500	2.5	60900	2.5
1614	249704	Microsoft	8	500	3.2	80900	2.5
1615	249868	Microsoft	16	500	3.0	70900	2.5
1616	249868	unknown	16	500	3.0	70900	2.5
1617	249887	Dell	16	500	2.3	63900	2.5
1618	250475	Toshiba	8	500	2.3	53900	2.5
1619	250576	DELL	16	2000	2.3	79900	2.5
1620	250762	Microsoft	4	1000	3.0	62900	2.5
1621	250932	Microsoft	8	1000	1.8	44900	2.5
1622	250958	Microsoft	8	2000	3.2	82900	2.5
1623	251084	MSI	16	500	3.2	80900	2.5
1624	251197	Samsung	4	1000	3.2	74900	2.5
1625	251264	Dell	16	1000	1.8	54900	2.5
1626	251376	DELL	16	500	2.5	75900	2.5
1627	251541	MSI	4	1000	2.3	40900	2.5
1628	251628	MSI	16	1000	3.2	86900	2.5
1629	251684	Microsoft	16	1000	1.8	49900	2.5
1630	251740	hp	16	2000	3.0	79900	2.5
1631	251962	asus	8	2000	3.0	73900	2.5
1632	251998	Dell	16	2000	2.5	88900	2.5
1633	252462	hp	16	500	3.0	76900	2.5
1634	253072	hp	8	1000	3.2	74900	2.5
1635	253122	Toshiba	16	2000	1.8	54900	2.5
1636	253355	Acer	4	2000	3.2	82900	2.5
1637	253392	asus	16	1000	3.0	71900	2.5
1638	253524	hp	16	500	1.8	47900	2.5
1639	253564	Acer	4	500	3.0	62900	2.5
1640	253580	asus	16	1000	3.0	76900	2.5
1641	253925	DELL	4	1000	1.8	50900	2.5
1642	254079	Apple	8	1000	2.3	119900	2.5
1643	254267	asus	8	1000	3.0	64900	2.5
1644	254468	MSI	16	500	2.3	58900	2.5
1645	254501	Toshiba	16	1000	1.8	52900	2.5
1646	254593	MSI	16	1000	2.3	56900	2.5
1647	254702	hp	4	500	3.2	61900	2.5
1648	254980	Lenovo	16	500	1.8	38900	2.5
1649	255070	Samsung	16	1000	2.3	61900	2.5
1650	255083	Asus	8	1000	2.3	57900	2.5
1651	255223	Asus	4	500	1.8	30900	2.5
1652	255348	HP	16	500	3.0	73900	2.5
1653	255410	Samsung	4	1000	1.8	36900	2.5
1654	255765	Toshiba	8	2000	3.2	83900	2.5
1655	256018	DELL	8	2000	3.0	85900	2.5
1656	256117	hp	16	500	2.5	63900	2.5
1657	256190	hp	16	2000	3.2	95900	2.5
1658	256589	Acer	8	500	3.2	70900	2.5
1659	256729	Dell	16	2000	3.2	99900	2.5
1660	256799	HP	8	1000	2.5	58900	2.5
1661	256889	Apple	4	500	3.2	132900	2.5
1662	257018	Toshiba	4	1000	2.5	52900	2.5
1663	257392	Apple	4	500	2.3	110900	2.5
1664	257405	hp	8	1000	3.2	75900	2.5
1665	257456	Toshiba	8	500	3.2	80900	2.5
1666	257776	Toshiba	8	2000	2.5	67900	2.5
1667	257779	asus	8	500	2.3	49900	2.5
1668	257823	hp	16	500	1.8	43900	2.5
1669	258005	HP	8	500	3.0	64900	2.5
1670	258097	Microsoft	8	500	2.3	52900	2.5
1671	258322	HP	16	500	3.2	79900	2.5
1672	258421	hp	16	2000	1.8	55900	2.5
1673	259087	Samsung	4	2000	1.8	41900	2.5
1674	259138	Acer	16	1000	3.0	86900	2.5
1675	259316	Acer	8	500	3.2	71900	2.5
1676	259526	DELL	16	1000	2.5	82900	2.5
1677	259552	hp	4	1000	3.2	74900	2.5
1678	259919	Asus	16	1000	3.0	73900	2.5
1679	260056	hp	8	2000	2.3	49900	2.5
1680	260090	Dell	16	500	3.0	84900	2.5
1681	260217	HP	4	500	3.2	67900	2.5
1682	260273	asus	8	1000	1.8	49900	2.5
1683	260331	HP	8	1000	3.0	71900	2.5
1684	260433	Microsoft	8	500	2.5	58900	2.5
1685	260663	hp	16	2000	2.3	60900	2.5
1686	261287	DELL	16	1000	3.0	85900	2.5
1687	261296	Lenovo	8	500	2.5	43900	2.5
1688	261409	asus	4	2000	1.8	38900	2.5
1689	261517	Lenovo	8	500	3.2	57900	2.5
1690	261651	hp	8	1000	2.3	45900	2.5
1691	261710	hp	16	2000	3.0	78900	2.5
1692	261777	Acer	4	2000	3.0	66900	2.5
1693	261851	Toshiba	8	1000	1.8	44900	2.5
1694	262042	Apple	8	1000	2.3	107900	2.5
1695	262309	Microsoft	4	1000	2.3	45900	2.5
1696	262640	Asus	8	2000	3.0	73900	2.5
1697	262736	Asus	16	500	3.2	81900	2.5
1698	262962	Acer	16	2000	2.3	57900	2.5
1699	262998	Toshiba	16	2000	3.2	82900	2.5
1700	262998	Toshiba	16	2000	3.2	82900	2.5
1701	263068	Dell	16	2000	2.3	81900	2.5
1702	263119	Dell	4	500	1.8	54900	2.5
1703	263226	Apple	8	1000	3.0	134900	2.5
1704	263344	Dell	16	1000	2.5	80900	2.5
1705	263354	hp	8	2000	2.5	65900	2.5
1706	263547	MSI	8	500	2.3	52900	2.5
1707	263551	Apple	8	500	2.5	107900	2.5
1708	263563	Lenovo	4	1000	3.2	60900	2.5
1709	263564	Toshiba	8	500	2.5	60900	2.5
1710	263924	hp	4	500	3.0	59900	2.5
1711	263961	hp	8	500	1.8	46900	2.5
1712	264012	Lenovo	16	1000	3.2	62900	2.5
1713	264074	Samsung	8	2000	2.5	62900	2.5
1714	264129	Asus	8	1000	1.8	41900	2.5
1715	264330	MSI	8	1000	2.5	58900	2.5
1716	264650	MSI	4	1000	3.2	74900	2.5
1717	264871	hp	4	500	3.2	64900	2.5
1718	265129	Asus	8	500	1.8	47900	2.5
1719	265135	Acer	16	1000	2.5	62900	2.5
1720	265224	Toshiba	16	1000	1.8	45900	2.5
1721	265258	MSI	8	500	3.2	76900	2.5
1722	265267	MSI	8	500	1.8	39900	2.5
1723	265338	Microsoft	16	500	3.0	72900	2.5
1724	265648	HP	4	500	1.8	41900	2.5
1725	265691	Asus	8	1000	3.0	70900	2.5
1726	265792	Apple	4	1000	3.0	125900	2.5
1727	265936	Lenovo	16	2000	3.2	78900	2.5
1728	266170	Samsung	8	2000	3.2	83900	2.5
1729	266323	Toshiba	4	500	2.5	45900	2.5
1730	266366	hp	4	2000	2.3	54900	2.5
1731	266517	Samsung	4	500	3.0	63900	2.5
1732	266805	HP	4	2000	3.2	75900	2.5
1733	266856	DELL	4	500	1.8	49900	2.5
1734	267069	hp	8	1000	1.8	42900	2.5
1735	267459	MSI	8	2000	2.5	60900	2.5
1736	267528	Acer	8	1000	3.0	69900	2.5
1737	267664	Lenovo	8	2000	1.8	36900	2.5
1738	267688	Acer	16	500	2.3	51900	2.5
1739	267764	Dell	4	500	1.8	49900	2.5
1740	267912	Apple	4	1000	1.8	102900	2.5
1741	267976	Apple	16	2000	2.5	133900	2.5
1742	268068	Apple	4	2000	2.5	123900	2.5
1743	268085	hp	16	2000	2.3	63900	2.5
1744	268102	Microsoft	4	2000	1.8	36900	2.5
1745	268289	Dell	16	1000	3.2	105900	2.5
1746	268321	Toshiba	8	2000	3.0	78900	2.5
1747	268543	Lenovo	16	2000	3.2	72900	2.5
1748	268700	hp	4	2000	2.3	54900	2.5
1749	268820	hp	16	2000	1.8	58900	2.5
1750	268943	MSI	4	2000	2.3	43900	2.5
1751	268963	Acer	8	1000	3.0	68900	2.5
1752	268973	MSI	4	500	2.5	44900	2.5
1753	269008	hp	8	1000	2.5	61900	2.5
1754	269014	HP	4	2000	2.5	54900	2.5
1755	269389	Microsoft	8	500	2.3	43900	2.5
1756	269579	MSI	8	1000	3.2	75900	2.5
1757	269847	Asus	4	1000	3.0	63900	2.5
1758	269928	MSI	16	2000	1.8	53900	2.5
1759	270003	Lenovo	4	1000	3.0	46900	2.5
1760	270399	hp	16	2000	3.0	82900	2.5
1761	270689	HP	16	1000	3.0	73900	2.5
1762	271320	Asus	4	500	1.8	34900	2.5
1763	271413	Apple	4	1000	2.3	102900	2.5
1764	271483	hp	4	1000	3.0	64900	2.5
1765	271580	Apple	8	2000	1.8	115900	2.5
1766	271910	Microsoft	8	2000	2.3	57900	2.5
1767	271918	hp	4	500	2.5	48900	2.5
1768	271934	Acer	4	1000	3.0	61900	2.5
1769	272023	MSI	8	1000	2.5	65900	2.5
1770	272443	Samsung	16	500	1.8	37900	2.5
1771	272689	MSI	4	1000	3.2	70900	2.5
1772	272947	HP	8	1000	1.8	42900	2.5
1773	273168	asus	16	500	2.3	55900	2.5
1774	273336	Toshiba	4	1000	3.0	57900	2.5
1775	273510	Toshiba	8	1000	1.8	43900	2.5
1776	273538	Apple	4	2000	2.5	123900	2.5
1777	274165	Asus	4	1000	3.0	61900	2.5
1778	274334	Samsung	16	2000	2.3	69900	2.5
1779	274365	asus	4	500	2.5	42900	2.5
1780	274472	Lenovo	16	2000	1.8	38900	2.5
1781	274493	asus	8	1000	2.5	58900	2.5
1782	274561	Dell	4	2000	2.5	73900	2.5
1783	274585	Samsung	8	2000	3.0	75900	2.5
1784	274954	Asus	16	2000	2.3	51900	2.5
1785	275238	unknown	4	500	2.5	46900	2.5
1786	275426	Toshiba	4	2000	2.3	49900	2.5
1787	275437	hp	8	1000	1.8	43900	2.5
1788	275690	DELL	16	1000	1.8	70900	2.5
1789	275753	DELL	16	500	2.5	76900	2.5
1790	275961	Lenovo	4	500	3.0	41900	2.5
1791	276035	HP	16	2000	3.2	90900	2.5
1792	276042	Dell	16	500	3.2	91900	2.5
1793	276090	MSI	16	1000	1.8	46900	2.5
1794	276169	Samsung	4	2000	3.0	64900	2.5
1795	276251	DELL	8	1000	3.2	98900	2.5
1796	276463	Toshiba	16	1000	1.8	50900	2.5
1797	276492	asus	8	2000	2.3	56900	2.5
1798	276585	Asus	8	500	2.5	56900	2.5
1799	276615	Dell	16	2000	3.2	108900	2.5
1800	276751	Apple	16	1000	2.3	124900	2.5
1801	276854	hp	4	500	3.2	68900	2.5
1802	276884	Toshiba	8	2000	3.2	87900	2.5
1803	277279	asus	16	2000	2.5	70900	2.5
1804	277312	Lenovo	8	500	2.3	31900	2.5
1805	277397	unknown	8	2000	2.5	67900	2.5
1806	278309	Lenovo	16	2000	2.3	46900	2.5
1807	278563	hp	8	1000	2.3	52900	2.5
1808	278601	Lenovo	8	2000	3.2	68900	2.5
1809	278605	HP	8	1000	2.3	50900	2.5
1810	278640	hp	4	1000	2.5	51900	2.5
1811	278648	Apple	16	2000	3.0	145900	2.5
1812	278672	Acer	16	1000	3.2	86900	2.5
1813	278860	Toshiba	4	500	3.2	65900	2.5
1814	278931	asus	8	2000	3.0	69900	2.5
1815	278937	MSI	16	500	2.3	53900	2.5
1816	278962	Samsung	8	2000	3.2	79900	2.5
1817	279043	HP	16	2000	3.2	90900	2.5
1818	279118	Microsoft	4	2000	1.8	50900	2.5
1819	279664	Lenovo	4	1000	2.3	37900	2.5
1820	279816	Lenovo	16	2000	2.3	38900	2.5
1821	280201	Microsoft	16	1000	3.0	73900	2.5
1822	280221	asus	8	500	3.2	75900	2.5
1823	280282	HP	8	2000	2.3	59900	2.5
1824	280298	Lenovo	16	500	2.3	35900	2.5
1825	280415	DELL	8	1000	3.0	87900	2.5
1826	280418	Acer	8	1000	2.3	55900	2.5
1827	280490	MSI	8	500	3.0	63900	2.5
1828	280524	Apple	4	2000	1.8	104900	2.5
1829	280729	Acer	8	500	3.2	76900	2.5
1830	280733	Lenovo	8	1000	3.2	67900	2.5
1831	280753	HP	8	1000	1.8	42900	2.5
1832	280921	Samsung	16	1000	1.8	52900	2.5
1833	280940	Acer	4	1000	2.3	46900	2.5
1834	281367	HP	4	2000	3.2	80900	2.5
1835	281375	MSI	8	1000	3.2	76900	2.5
1836	281514	Dell	8	2000	1.8	52900	2.5
1837	281829	hp	4	1000	2.3	43900	2.5
1838	282012	asus	8	1000	1.8	42900	2.5
1839	282065	HP	16	1000	2.3	58900	2.5
1840	282133	Microsoft	16	2000	1.8	55900	2.5
1841	282481	Lenovo	16	2000	2.3	47900	2.5
1842	282546	MSI	16	500	1.8	47900	2.5
1843	282709	asus	4	1000	2.3	43900	2.5
1844	282901	Lenovo	8	1000	3.0	52900	2.5
1845	283585	HP	16	2000	2.5	72900	2.5
1846	283599	Toshiba	16	500	3.2	82900	2.5
1847	283702	HP	8	2000	3.0	76900	2.5
1848	283887	DELL	4	2000	3.0	82900	2.5
1849	284273	Dell	8	500	1.8	53900	2.5
1850	284621	MSI	16	1000	3.0	73900	2.5
1851	284694	Microsoft	8	500	3.0	69900	2.5
1852	284776	Asus	8	1000	3.0	69900	2.5
1853	284846	Toshiba	8	1000	3.2	69900	2.5
1854	284906	Dell	4	1000	2.5	62900	2.5
1855	284926	HP	16	1000	2.5	62900	2.5
1856	285114	asus	4	2000	2.5	53900	2.5
1857	285153	DELL	4	1000	2.3	55900	2.5
1858	285190	Acer	16	1000	2.5	67900	2.5
1859	285264	MSI	4	500	2.5	44900	2.5
1860	286257	Acer	8	500	2.3	55900	2.5
1861	286414	hp	4	1000	1.8	37900	2.5
1862	286713	DELL	8	2000	1.8	60900	2.5
1863	287176	MSI	4	2000	1.8	40900	2.5
1864	287621	Apple	16	500	1.8	113900	2.5
1865	287941	DELL	8	500	3.0	80900	2.5
1866	288046	DELL	16	2000	2.3	77900	2.5
1867	288093	Acer	4	1000	3.2	79900	2.5
1868	288116	Toshiba	8	1000	3.0	64900	2.5
1869	288123	DELL	16	2000	3.0	99900	2.5
1870	288224	Apple	16	500	1.8	111900	2.5
1871	288285	hp	8	1000	1.8	43900	2.5
1872	288422	Microsoft	4	500	1.8	34900	2.5
1873	288570	Samsung	4	1000	2.5	56900	2.5
1874	288575	MSI	4	2000	1.8	43900	2.5
1875	288640	Toshiba	8	1000	2.5	54900	2.5
1876	288758	MSI	4	2000	3.2	75900	2.5
1877	288848	Microsoft	8	500	3.2	81900	2.5
1878	288865	MSI	8	2000	2.5	60900	2.5
1879	289225	HP	8	1000	3.0	62900	2.5
1880	289315	HP	4	1000	3.2	73900	2.5
1881	289381	Microsoft	8	1000	2.3	44900	2.5
1882	289472	Dell	4	2000	2.5	71900	2.5
1883	289491	DELL	4	1000	3.2	85900	2.5
1884	289568	Apple	16	2000	3.0	144900	2.5
1885	289599	Toshiba	8	500	2.5	54900	2.5
1886	290374	asus	4	1000	3.0	63900	2.5
1887	290821	Acer	4	2000	1.8	42900	2.5
1888	290906	Asus	8	2000	3.2	82900	2.5
1889	291055	Apple	8	2000	1.8	113900	2.5
1890	291157	Acer	16	2000	1.8	54900	2.5
1891	291180	MSI	16	2000	2.5	59900	2.5
1892	291487	Apple	16	2000	3.2	154900	2.5
1893	291552	Microsoft	8	2000	3.0	71900	2.5
1894	292612	hp	4	2000	2.3	51900	2.5
1895	292646	HP	4	1000	3.0	58900	2.5
1896	292702	Microsoft	8	1000	2.5	64900	2.5
1897	293064	Acer	4	1000	2.5	49900	2.5
1898	293125	Asus	4	1000	1.8	30900	2.5
1899	293158	Toshiba	4	500	3.2	59900	2.5
1900	293173	hp	8	2000	1.8	53900	2.5
1901	293280	Acer	16	2000	2.3	60900	2.5
1902	293313	Acer	4	1000	1.8	40900	2.5
1903	293503	MSI	4	1000	1.8	31900	2.5
1904	293514	Microsoft	16	500	3.0	71900	2.5
1905	293694	DELL	8	500	3.0	82900	2.5
1906	293937	hp	8	1000	3.2	78900	2.5
1907	294352	Toshiba	8	500	3.2	76900	2.5
1908	294400	MSI	16	2000	3.0	85900	2.5
1909	294595	Microsoft	4	2000	1.8	40900	2.5
1910	294754	unknown	4	2000	2.5	68900	2.5
1911	294832	Asus	8	2000	3.2	90900	2.5
1912	295051	Dell	16	2000	3.2	101900	2.5
1913	295062	Toshiba	8	2000	2.5	71900	2.5
1914	295066	Acer	8	500	3.0	60900	2.5
1915	295139	Acer	8	500	2.5	56900	2.5
1916	295146	asus	16	1000	2.3	53900	2.5
1917	295183	Microsoft	4	2000	3.2	85900	2.5
1918	295279	hp	8	2000	2.3	53900	2.5
1919	295539	DELL	8	2000	2.5	80900	2.5
1920	295648	Asus	8	1000	1.8	44900	2.5
1921	295694	Asus	16	1000	3.2	81900	2.5
1922	295760	asus	16	2000	3.0	74900	2.5
1923	295820	DELL	4	1000	2.3	63900	2.5
1924	295936	Lenovo	16	2000	2.3	49900	2.5
1925	296385	Acer	8	500	1.8	30900	2.5
1926	296493	asus	16	2000	2.3	52900	2.5
1927	296555	Samsung	16	1000	1.8	40900	2.5
1928	296822	Microsoft	16	2000	1.8	59900	2.5
1929	297075	asus	4	1000	3.2	71900	2.5
1930	297216	Dell	8	1000	1.8	68900	2.5
1931	297349	DELL	4	500	1.8	50900	2.5
1932	297389	Acer	8	2000	2.3	61900	2.5
1933	297389	Acer	8	2000	2.3	61900	2.5
1934	297414	Toshiba	8	2000	1.8	46900	2.5
1935	297418	Dell	16	500	3.0	90900	2.5
1936	297665	DELL	4	500	3.0	75900	2.5
1937	297722	Apple	4	2000	2.3	109900	2.5
1938	297755	asus	8	1000	3.0	66900	2.5
1939	297857	Microsoft	8	2000	2.3	53900	2.5
1940	298253	Samsung	16	2000	2.3	62900	2.5
1941	298266	HP	8	1000	2.5	56900	2.5
1942	298418	MSI	4	500	3.2	70900	2.5
1943	298452	HP	4	2000	1.8	37900	2.5
1944	298664	Microsoft	16	500	2.5	62900	2.5
1945	298872	asus	16	1000	3.2	90900	2.5
1946	298945	Acer	16	500	3.0	66900	2.5
1947	299012	asus	16	500	1.8	45900	2.5
1948	299221	DELL	8	2000	2.3	70900	2.5
1949	299236	Samsung	8	2000	3.2	80900	2.5
1950	299407	DELL	8	500	1.8	57900	2.5
1951	299463	Apple	4	500	3.0	124900	2.5
1952	299631	HP	16	500	2.3	53900	2.5
1953	299651	Dell	16	1000	3.0	91900	2.5
1954	299724	Toshiba	4	2000	1.8	48900	2.5
1955	299731	Samsung	16	500	1.8	44900	2.5
1956	299847	HP	8	1000	3.0	60900	2.5
1957	299879	asus	4	2000	1.8	40900	2.5
1958	299923	Apple	16	1000	3.2	145900	2.5
1959	300075	Asus	16	500	3.0	75900	2.5
1960	300476	asus	16	500	2.5	60900	2.5
1961	300506	Toshiba	4	500	1.8	35900	2.5
1962	300507	unknown	8	500	2.5	70900	2.5
1963	301055	Lenovo	8	2000	3.0	57900	2.5
1964	301157	Microsoft	4	1000	3.2	69900	2.5
1965	301320	asus	8	2000	2.5	57900	2.5
1966	301443	HP	8	1000	2.5	57900	2.5
1967	301444	hp	4	2000	1.8	42900	2.5
1968	301470	Dell	8	2000	3.0	93900	2.5
1969	301473	MSI	8	1000	1.8	43900	2.5
1970	301585	hp	16	1000	3.0	71900	2.5
1971	301880	Lenovo	4	2000	2.5	38900	2.5
1972	301959	Samsung	16	2000	3.2	87900	2.5
1973	302038	DELL	16	2000	2.5	81900	2.5
1974	302176	DELL	4	500	3.2	85900	2.5
1975	302183	MSI	8	500	1.8	44900	2.5
1976	302656	Samsung	4	2000	1.8	43900	2.5
1977	303127	MSI	4	1000	1.8	37900	2.5
1978	303138	Asus	16	1000	1.8	46900	2.5
1979	303253	MSI	4	2000	3.0	68900	2.5
1980	303454	asus	8	1000	2.3	45900	2.5
1981	303481	Microsoft	4	1000	2.3	47900	2.5
1982	303802	unknown	16	1000	3.0	71900	2.5
1983	304455	Apple	8	500	2.5	119900	2.5
1984	304767	Microsoft	4	2000	3.2	70900	2.5
1985	304961	Dell	4	500	1.8	50900	2.5
1986	305183	asus	4	2000	3.2	86900	2.5
1987	305234	Lenovo	16	1000	2.3	48900	2.5
1988	305347	Acer	8	500	2.3	54900	2.5
1989	305753	asus	8	1000	3.2	82900	2.5
1990	305804	Acer	4	500	3.0	57900	2.5
1991	305961	Asus	16	500	2.5	61900	2.5
1992	306219	Acer	16	2000	3.0	74900	2.5
1993	306295	Lenovo	8	1000	3.0	58900	2.5
1994	306295	Lenovo	8	1000	3.0	58900	2.5
1995	306349	Lenovo	16	500	3.0	63900	2.5
1996	306349	Lenovo	16	500	3.0	63900	2.5
1997	306479	MSI	4	1000	2.5	56900	2.5
1998	306896	Lenovo	4	1000	3.0	53900	2.5
1999	306966	asus	4	500	2.5	47900	2.5
2000	307056	MSI	8	1000	1.8	33900	2.5
2001	307259	Dell	16	2000	2.5	80900	2.5
2002	307527	Dell	16	500	3.0	90900	2.5
2003	307708	hp	4	500	3.0	53900	2.5
2004	307842	HP	8	2000	2.5	65900	2.5
2005	308240	HP	4	2000	2.3	45900	2.5
2006	308252	hp	8	2000	3.2	82900	2.5
2007	308318	DELL	16	2000	3.2	112900	2.5
2008	308476	Apple	8	2000	3.2	147900	2.5
2009	309013	Dell	4	1000	2.3	61900	2.5
2010	309059	Dell	8	2000	3.2	97900	2.5
2011	309099	Dell	16	2000	2.3	74900	2.5
2012	309226	Lenovo	16	500	2.5	47900	2.5
2013	309634	Microsoft	8	1000	3.2	79900	2.5
2014	309694	MSI	4	2000	2.5	60900	2.5
2015	309844	hp	16	500	2.3	56900	2.5
2016	309888	Toshiba	16	500	3.2	83900	2.5
2017	309945	Samsung	4	2000	3.2	72900	2.5
2018	310200	Toshiba	4	2000	1.8	41900	2.5
2019	310560	Asus	4	1000	1.8	39900	2.5
2020	310643	Dell	4	1000	3.2	86900	2.5
2021	310700	Asus	16	500	2.5	61900	2.5
2022	310894	Microsoft	8	1000	3.0	71900	2.5
2023	311581	Toshiba	16	500	3.2	80900	2.5
2024	311658	Asus	4	1000	2.3	35900	2.5
2025	311663	MSI	16	500	3.0	73900	2.5
2026	311680	HP	16	500	3.0	72900	2.5
2027	312643	HP	4	2000	3.0	68900	2.5
2028	312822	hp	4	2000	3.0	69900	2.5
2029	312834	Apple	16	2000	3.0	141900	2.5
2030	312963	Lenovo	4	500	2.3	26900	2.5
2031	312999	HP	8	500	3.0	62900	2.5
2032	313004	Lenovo	8	1000	1.8	29900	2.5
2033	313050	MSI	16	2000	3.0	80900	2.5
2034	313581	Toshiba	8	2000	2.3	58900	2.5
2035	313582	Dell	4	2000	3.0	76900	2.5
2036	313645	Microsoft	16	1000	3.2	83900	2.5
2037	313670	Toshiba	4	1000	2.3	46900	2.5
2038	313974	HP	16	500	2.3	54900	2.5
2039	314058	Lenovo	8	1000	3.0	49900	2.5
2040	314101	Dell	8	500	3.0	87900	2.5
2041	314129	Samsung	4	2000	1.8	39900	2.5
2042	314342	Lenovo	8	1000	3.2	65900	2.5
2043	314872	Apple	16	500	3.0	132900	2.5
2044	314905	MSI	8	500	1.8	43900	2.5
2045	314908	Apple	4	1000	1.8	102900	2.5
